A,C,P,B,L,R,LA
1,1,69,10.9014,172.449,0.82,53
1,1,69,10.8819,263.333,0.76,53
1,1,69,10.8851,213.265,0.78,53
1,1,69,10.8559,294.898,0.68,53
1,1,69,10.8298,349.32,0.66,53
1,1,69,10.9047,276.667,0.76,53
1,1,69,10.8721,236.667,0.76,53
1,1,69,10.9112,170,0.84,53
1,1,69,10.8494,343.333,0.68,53
1,1,69,10.8559,322.109,0.68,53
1,2,72,10.9014,223.333,0.82,54
1,2,72,10.8851,210,0.78,54
1,2,72,10.8851,303.333,0.72,54
1,2,72,10.9047,223.333,0.8,54
1,2,72,10.8689,316.667,0.72,54
1,2,72,10.8884,183.333,0.82,54
1,2,72,10.8754,254.082,0.74,54
1,2,72,10.8559,390.136,0.7,54
1,2,72,10.8168,458.163,0.62,54
1,2,72,10.8851,183.333,0.82,54
1,2,72,10.8721,330,0.7,54
1,2,72,10.8494,330,0.72,54
1,2,72,10.8526,316.667,0.7,54
1,2,72,10.9014,156.667,0.86,54
1,2,72,10.8884,210,0.76,54
1,2,87,13.1541,180,0.86,55
1,2,87,13.1508,153.333,0.86,55
1,2,87,13.1118,246.667,0.74,55
1,2,87,13.1281,273.333,0.78,55
1,2,87,13.1736,153.333,0.88,55
1,2,87,13.1704,153.333,0.88,55
1,2,87,13.0923,286.667,0.74,55
1,2,87,13.1704,166.667,0.86,55
1,2,87,13.1085,304.898,0.7,55
1,2,87,13.1313,233.333,0.78,55
1,2,87,13.1606,171.111,0.8,55
1,2,87,13.0858,340,0.68,55
1,2,87,13.1248,273.333,0.76,55
1,2,87,13.1313,206.667,0.8,55
1,2,87,13.1508,171.111,0.8,55
1,4,60,13.1704,180,0.84,56
1,4,60,13.1704,193.333,0.82,56
1,4,60,13.1671,155.238,0.86,56
1,4,60,13.1638,180,0.82,56
1,4,60,13.1704,166.667,0.86,56
1,4,60,13.1638,180,0.84,56
1,4,60,13.1573,206.667,0.82,56
1,4,60,13.1801,128.027,0.88,56
1,4,60,13.1508,246.667,0.8,56
1,4,60,13.1411,220,0.78,56
1,4,60,13.1801,128.027,0.9,56
1,4,60,13.2029,113.333,0.92,56
1,4,60,13.1996,100,0.94,56
1,4,60,13.1704,193.333,0.86,56
1,4,60,13.1378,233.333,0.78,56
1,5,60,15.3775,270,0.76,57
1,5,60,15.3742,283.333,0.76,57
1,5,60,15.3417,416.667,0.68,57
1,5,60,15.3189,437.347,0.6,57
1,5,60,15.3938,256.667,0.74,57
1,5,60,15.3254,369.32,0.68,57
1,5,60,15.3775,283.333,0.74,57
1,5,60,15.397,270,0.82,57
1,5,60,15.3677,266.97,0.68,57
1,5,60,15.3807,350,0.74,57
1,5,60,15.3612,478.163,0.7,57
1,5,60,15.384,310,0.74,57
1,5,60,15.3807,270,0.74,57
1,5,60,15.371,256.667,0.78,57
1,5,60,15.4165,283.333,0.78,57
1,5,91,11.583,151.633,0.86,58
1,5,91,11.5538,190,0.84,58
1,5,91,11.5668,203.333,0.82,58
1,5,91,11.5375,230,0.78,58
1,5,91,11.5635,195,0.8,58
1,5,91,11.5635,178.844,0.82,58
1,5,91,11.5798,163.333,0.86,58
1,5,91,11.5212,283.333,0.74,58
1,5,91,11.5407,230,0.8,58
1,5,91,11.5505,270,0.76,58
1,5,91,11.5668,176.667,0.84,58
1,5,91,11.57,216.667,0.82,58
1,5,91,11.557,230,0.8,58
1,5,91,11.5765,203.333,0.84,58
1,5,91,11.5538,216.667,0.82,58
1,6,91,13.7771,213.333,0.82,59
1,6,91,13.8162,253.333,0.78,59
1,6,91,13.7153,360,0.7,59
1,6,91,13.6893,456.812,0.6,59
1,6,91,13.6893,352.109,0.64,59
1,6,91,13.7414,400,0.62,59
1,6,91,13.7999,240,0.8,59
1,6,91,13.7739,274.444,0.7,59
1,6,91,13.6698,600,0.56,59
1,6,91,13.7967,360,0.72,59
1,6,91,13.6991,520,0.62,59
1,6,91,13.7349,266.667,0.76,59
1,6,91,13.7544,306.667,0.74,59
1,6,91,13.6795,640,0.54,59
1,6,91,13.6763,392.925,0.64,59
1,7,60,19.821,321.293,0.7,60
1,7,60,19.8503,330,0.68,60
1,7,60,19.8926,276.667,0.74,60
1,7,60,19.8536,410,0.68,60
1,7,60,19.7787,370,0.64,60
1,7,60,19.7982,470.952,0.68,60
1,7,60,19.7982,396.667,0.72,60
1,7,60,19.7917,562.222,0.58,60
1,7,60,19.8048,290,0.74,60
1,7,60,19.7104,498.163,0.58,60
1,7,60,19.7885,484.558,0.66,60
1,7,60,19.8438,330,0.7,60
1,7,60,19.7592,423.333,0.62,60
1,7,60,19.7462,543.333,0.6,60
1,7,60,19.7592,516.667,0.58,60
1,7,91,22.0379,420,0.68,61
1,7,91,22.0347,353.333,0.68,61
1,7,91,22.0216,300,0.74,61
1,7,91,22.1095,326.667,0.78,61
1,7,91,21.9989,380,0.66,61
1,7,91,21.9956,461.111,0.68,61
1,7,91,21.9533,521.769,0.62,61
1,7,91,21.9338,502.778,0.58,61
1,7,91,22.0021,375.362,0.62,61
1,7,91,22.0379,380,0.66,61
1,7,91,22.0347,540,0.66,61
1,7,91,22.0347,300,0.72,61
1,7,91,21.9924,440.426,0.6,61
1,7,91,22.0444,446.667,0.6,61
1,7,91,21.9273,513.333,0.58,61
1,7,92,22.0379,486.667,0.64,62
1,7,92,22.103,286.667,0.76,62
1,7,92,22.0281,389.855,0.62,62
1,7,92,21.9663,399.32,0.7,62
1,7,92,21.9956,372.109,0.68,62
1,7,92,22.0151,397.872,0.64,62
1,7,92,21.9468,433.333,0.64,62
1,7,92,22.1225,246.667,0.8,62
1,7,92,22.0314,366.667,0.68,62
1,7,92,22.0216,453.741,0.68,62
1,7,92,22.0379,393.333,0.62,62
1,7,92,21.9794,606.667,0.58,62
1,7,92,22.0965,446.667,0.72,62
1,7,92,21.9533,553.333,0.66,62
1,7,92,21.9728,606.667,0.56,62
1,8,60,20.1342,393.333,0.72,63
1,8,60,20.0691,535.374,0.54,63
1,8,60,20.0659,460,0.66,63
1,8,60,20.1472,300,0.74,63
1,8,60,20.0789,500,0.64,63
1,8,60,20.0073,548.98,0.56,63
1,8,60,20.183,313.333,0.76,63
1,8,60,20.222,233.333,0.8,63
1,8,60,20.0821,344.898,0.7,63
1,8,60,20.0886,406.667,0.68,63
1,8,60,20.0659,366.667,0.68,63
1,8,60,20.1081,366.667,0.7,63
1,8,60,20.0886,393.333,0.66,63
1,8,60,20.1732,252.778,0.76,63
1,8,60,20.183,260,0.78,63
1,8,63,21.8948,562.585,0.56,64
1,8,63,22.0607,259.42,0.74,64
1,8,63,22.09,353.333,0.72,64
1,8,63,22.0119,277.778,0.68,64
1,8,63,22.0607,313.333,0.72,64
1,8,63,22.0281,340,0.7,64
1,8,63,21.9631,508.163,0.6,64
1,8,63,22.0509,380,0.7,64
1,8,63,22.0867,286.667,0.74,64
1,8,63,22.09,467.347,0.68,64
1,8,63,21.9859,540,0.6,64
1,8,63,22.0184,380,0.68,64
1,8,63,22.0477,412.925,0.66,64
1,8,63,22.0412,513.333,0.64,64
1,8,63,22.0477,406.667,0.7,64
1,8,88,24.2158,523.333,0.64,65
1,8,88,24.4012,256.667,0.8,65
1,8,88,24.2906,379.504,0.68,65
1,8,88,24.3589,310,0.78,65
1,8,88,24.1767,616.667,0.56,65
1,8,88,24.2027,470,0.66,65
1,8,88,24.3101,259.66,0.76,65
1,8,88,24.1051,582.222,0.52,65
1,8,88,24.3101,323.333,0.74,65
1,8,88,24.2646,336.667,0.7,65
1,8,88,24.3589,363.333,0.72,65
1,8,88,24.2353,496.667,0.62,65
1,8,88,24.3134,368.503,0.7,65
1,8,88,24.2548,430,0.68,65
1,8,88,24.3361,416.667,0.68,65
1,8,90,24.2223,504.558,0.6,66
1,8,90,24.3361,270,0.76,66
1,8,90,24.3003,314.082,0.74,66
1,8,90,24.3296,310,0.78,66
1,8,90,24.3296,310,0.74,66
1,8,90,24.3589,270,0.78,66
1,8,90,24.3329,395.714,0.72,66
1,8,90,24.2613,387.778,0.66,66
1,8,90,24.2873,436.531,0.68,66
1,8,90,24.2515,496.667,0.66,66
1,8,90,24.2027,415.556,0.66,66
1,8,90,24.3361,310,0.76,66
1,8,90,24.3101,251.844,0.76,66
1,8,90,24.2971,336.667,0.7,66
1,8,90,24.2776,368.503,0.68,66
3,1,60,20.7086,163.733,0.98,0
3,1,60,20.65,177.067,0.96,0
3,1,60,20.6728,150.6,1,0
3,1,60,20.663,150.6,1,0
3,1,60,20.6695,150.2,1,0
3,1,60,20.6793,190.4,0.94,0
3,1,60,20.6565,163.733,0.98,0
3,1,60,20.676,163.933,0.98,0
3,1,60,20.6533,190.8,0.94,0
3,1,60,20.6663,150,1,0
3,1,60,20.65,150.2,1,0
3,1,60,20.6598,151,1,0
3,1,60,20.6988,163.933,0.98,0
3,1,60,20.6825,164.133,0.98,0
3,1,60,20.6663,163.533,0.98,0
3,1,69,18.7235,150.2,1,1
3,1,69,18.7072,150.2,1,1
3,1,69,18.7235,150.2,1,1
3,1,69,18.7137,150.4,1,1
3,1,69,18.7072,151,1,1
3,1,69,18.7007,163.533,0.98,1
3,1,69,18.704,150.2,1,1
3,1,69,18.704,150.2,1,1
3,1,69,18.7072,150.2,1,1
3,1,69,18.7007,150.4,1,1
3,1,69,18.6975,163.333,0.98,1
3,1,69,18.6942,163.533,0.98,1
3,1,69,18.717,150.4,1,1
3,1,69,18.7007,150.4,1,1
3,1,69,18.704,150.4,1,1
3,2,60,24.9805,130.2,1,2
3,2,60,24.987,130.8,1,2
3,2,60,25.0131,130.6,1,2
3,2,60,24.987,130,1,2
3,2,60,25.0033,131.4,1,2
3,2,60,25.0228,130.6,1,2
3,2,60,24.9903,143.733,0.98,2
3,2,60,25.0131,130.8,1,2
3,2,60,24.9773,143.733,0.98,2
3,2,60,25.0033,130,1,2
3,2,60,25.0196,130,1,2
3,2,60,24.9935,130.2,1,2
3,2,60,24.9903,131.6,1,2
3,2,60,25.0001,143.533,0.98,2
3,2,60,25.0163,130.8,1,2
3,2,72,28.9971,130.2,1,3
3,2,72,29.0003,130.4,1,3
3,2,72,29.0491,143.533,0.98,3
3,2,72,29.0328,130.6,1,3
3,2,72,29.0361,130.8,1,3
3,2,72,28.9971,130.4,1,3
3,2,72,29.0133,130.6,1,3
3,2,72,28.984,130.2,1,3
3,2,72,28.9905,130,1,3
3,2,72,29.0101,130.2,1,3
3,2,72,29.0068,130.4,1,3
3,2,72,29.0393,130,1,3
3,2,72,29.0166,130.4,1,3
3,2,72,29.0231,143.333,0.98,3
3,2,72,29.0003,130.4,1,3
3,2,87,25.8428,174.133,0.98,4
3,2,87,25.859,160,1,4
3,2,87,25.859,161,1,4
3,2,87,25.8493,160.4,1,4
3,2,87,25.8525,160.2,1,4
3,2,87,25.8395,160.2,1,4
3,2,87,25.8363,173.933,0.98,4
3,2,87,25.8493,160.4,1,4
3,2,87,25.859,160.8,1,4
3,2,87,25.8395,160,1,4
3,2,87,25.8395,160.8,1,4
3,2,87,25.8363,160.2,1,4
3,2,87,25.8493,160.6,1,4
3,2,87,25.8655,160.2,1,4
3,2,87,25.8395,160,1,4
3,4,60,31.7858,150.6,1,5
3,4,60,31.7825,150.2,1,5
3,4,60,31.7793,150.2,1,5
3,4,60,31.7956,150.2,1,5
3,4,60,31.7988,150.8,1,5
3,4,60,31.7923,150.2,1,5
3,4,60,31.7793,150.4,1,5
3,4,60,31.7923,150.6,1,5
3,4,60,31.789,150.6,1,5
3,4,60,31.7695,150.4,1,5
3,4,60,31.7956,150.8,1,5
3,4,60,31.7988,150.4,1,5
3,4,60,31.789,150.2,1,5
3,4,60,31.7988,150.6,1,5
3,4,60,31.7858,150.6,1,5
3,4,90,28.1256,170.2,1,6
3,4,90,28.1321,170.4,1,6
3,4,90,28.1223,170.4,1,6
3,4,90,28.1158,170.2,1,6
3,4,90,28.1158,170.2,1,6
3,4,90,28.1093,170.4,1,6
3,4,90,28.0995,170,1,6
3,4,90,28.1451,171.2,1,6
3,4,90,28.106,170,1,6
3,4,90,28.1483,171.2,1,6
3,4,90,28.1126,170.2,1,6
3,4,90,28.1191,170.2,1,6
3,4,90,28.106,170.4,1,6
3,4,90,28.1093,170.2,1,6
3,4,90,28.1321,170.8,1,6
3,5,60,36.8573,180.2,1,7
3,5,60,36.8378,180,1,7
3,5,60,36.8671,181.6,1,7
3,5,60,36.8671,180.4,1,7
3,5,60,36.8476,180.2,1,7
3,5,60,36.8703,180.8,1,7
3,5,60,36.8606,180,1,7
3,5,60,36.8508,180.2,1,7
3,5,60,36.8476,207.267,0.96,7
3,5,60,36.8573,180.4,1,7
3,5,60,36.8573,180.2,1,7
3,5,60,36.8443,180.4,1,7
3,5,60,36.8541,180.2,1,7
3,5,60,36.8443,180,1,7
3,5,60,36.8606,180.2,1,7
3,5,91,31.4439,180.2,1,8
3,5,91,31.4309,180,1,8
3,5,91,31.4471,180.4,1,8
3,5,91,31.4439,193.933,0.98,8
3,5,91,31.4504,180.4,1,8
3,5,91,31.4439,180.4,1,8
3,5,91,31.4341,180,1,8
3,5,91,31.4569,193.733,0.98,8
3,5,91,31.4569,180.2,1,8
3,5,91,31.4439,180.2,1,8
3,5,91,31.4504,193.533,0.98,8
3,5,91,31.4341,180.6,1,8
3,5,91,31.4341,180.2,1,8
3,5,91,31.4471,180.8,1,8
3,5,91,31.4341,180.6,1,8
3,5,92,31.4439,190.4,1,9
3,5,92,31.4374,190,1,9
3,5,92,31.4699,190.6,1,9
3,5,92,31.4504,190.2,1,9
3,5,92,31.4276,190,1,9
3,5,92,31.4439,190.8,1,9
3,5,92,31.4601,190,1,9
3,5,92,31.4341,190.2,1,9
3,5,92,31.4569,190.4,1,9
3,5,92,31.4406,190.2,1,9
3,5,92,31.4406,190.4,1,9
3,5,92,31.4406,190.4,1,9
3,5,92,31.4666,190.2,1,9
3,5,92,31.4374,190,1,9
3,5,92,31.4504,191,1,9
3,6,91,39.0007,254.133,0.98,10
3,6,91,38.9845,240.2,1,10
3,6,91,38.978,240.4,1,10
3,6,91,38.9715,240.4,1,10
3,6,91,38.9552,240,1,10
3,6,91,38.965,240.2,1,10
3,6,91,38.965,240.8,1,10
3,6,91,38.9942,240.6,1,10
3,6,91,38.9975,253.533,0.98,10
3,6,91,38.9324,240.4,1,10
3,6,91,38.9715,240.2,1,10
3,6,91,38.9682,240.4,1,10
3,6,91,38.9585,240,1,10
3,6,91,38.9747,240.2,1,10
3,6,91,38.9747,240.2,1,10
3,6,92,38.9585,230.2,1,11
3,6,92,38.9585,230.2,1,11
3,6,92,38.9845,230.6,1,11
3,6,92,38.9682,230.4,1,11
3,6,92,38.9552,230.2,1,11
3,6,92,38.978,230.4,1,11
3,6,92,38.9845,230.6,1,11
3,6,92,38.978,230.6,1,11
3,6,92,38.9877,243.533,0.98,11
3,6,92,38.9845,230.6,1,11
3,6,92,38.9617,231,1,11
3,6,92,38.9585,230.4,1,11
3,6,92,38.9715,230.4,1,11
3,6,92,38.9877,230.4,1,11
3,6,92,38.9715,231,1,11
3,7,60,41.4722,221.6,1,12
3,7,60,41.4462,220.6,1,12
3,7,60,41.4169,221,1,12
3,7,60,41.4169,220.8,1,12
3,7,60,41.4104,221.2,1,12
3,7,60,41.4234,220.2,1,12
3,7,60,41.4267,221,1,12
3,7,60,41.4527,221.4,1,12
3,7,60,41.469,220.6,1,12
3,7,60,41.4299,220.6,1,12
3,7,60,41.4495,220.6,1,12
3,7,60,41.4462,220.4,1,12
3,7,60,41.4234,220.4,1,12
3,7,60,41.4202,221.2,1,12
3,7,60,41.4657,220.4,1,12
3,7,64,41.6032,243.533,0.98,13
3,7,64,41.5772,230,1,13
3,7,64,41.5837,230,1,13
3,7,64,41.5869,230.6,1,13
3,7,64,41.6227,230.2,1,13
3,7,64,41.5739,243.533,0.98,13
3,7,64,41.5935,243.533,0.98,13
3,7,64,41.5869,230.2,1,13
3,7,64,41.5967,230.2,1,13
3,7,64,41.5869,230,1,13
3,7,64,41.6065,230.4,1,13
3,7,64,41.5935,230,1,13
3,7,64,41.6195,230.4,1,13
3,7,64,41.5902,230.2,1,13
3,7,64,41.6032,230.4,1,13
3,7,91,45.1241,281.2,1,14
3,7,91,45.1143,281.4,1,14
3,7,91,45.1045,280.2,1,14
3,7,91,45.111,281,1,14
3,7,91,45.1208,281.2,1,14
3,7,91,45.1078,280.2,1,14
3,7,91,45.0753,293.733,0.98,14
3,7,91,45.1045,280.4,1,14
3,7,91,45.111,281.4,1,14
3,7,91,45.098,280.4,1,14
3,7,91,45.0948,280.4,1,14
3,7,91,45.1078,280.4,1,14
3,7,91,45.1078,281,1,14
3,7,91,45.1436,281.6,1,14
3,7,91,45.1078,280.6,1,14
3,7,92,45.2811,270.6,1,15
3,7,92,45.2746,270,1,15
3,7,92,45.2648,270,1,15
3,7,92,45.2485,283.533,0.98,15
3,7,92,45.2746,270.408,0.98,15
3,7,92,45.2876,270.6,1,15
3,7,92,45.268,270.6,1,15
3,7,92,45.2908,285.333,0.98,15
3,7,92,45.2908,270.4,1,15
3,7,92,45.2843,270.6,1,15
3,7,92,45.2485,270.2,1,15
3,7,92,45.3233,284.533,0.98,15
3,7,92,45.2908,271.8,1,15
3,7,92,45.2615,270.4,1,15
3,7,92,45.2843,271,1,15
3,8,60,46.9985,240.4,1,16
3,8,60,47.018,240.2,1,16
3,8,60,47.0538,241.8,1,16
3,8,60,47.031,240.8,1,16
3,8,60,47.0245,254.533,0.98,16
3,8,60,47.0083,240.4,1,16
3,8,60,46.992,240,1,16
3,8,60,46.9692,253.333,0.98,16
3,8,60,47.018,241,1,16
3,8,60,47.0083,240.8,1,16
3,8,60,46.9757,253.333,0.98,16
3,8,60,47.0408,240.8,1,16
3,8,60,46.9888,240,1,16
3,8,60,46.9953,241.2,1,16
3,8,60,47.0441,243.4,1,16
3,8,63,50.8906,240.8,1,17
3,8,63,50.8613,240.6,1,17
3,8,63,50.8678,240.6,1,17
3,8,63,50.8548,240.6,1,17
3,8,63,50.8418,240.4,1,17
3,8,63,50.8255,240.2,1,17
3,8,63,50.8548,240.6,1,17
3,8,63,50.8353,240.2,1,17
3,8,63,50.8515,240.2,1,17
3,8,63,50.8418,240.4,1,17
3,8,63,50.8222,240.4,1,17
3,8,63,50.8385,240.4,1,17
3,8,63,50.832,266.667,0.96,17
3,8,63,50.845,240.8,1,17
3,8,63,50.8645,240.4,1,17
3,8,64,50.8678,251.2,1,18
3,8,64,50.8515,250.4,1,18
3,8,64,50.8548,250.8,1,18
3,8,64,50.8548,250.2,1,18
3,8,64,50.8483,251.2,1,18
3,8,64,50.858,251,1,18
3,8,64,50.845,250.6,1,18
3,8,64,50.8483,263.733,0.98,18
3,8,64,50.832,250.2,1,18
3,8,64,50.8613,250.2,1,18
3,8,64,50.8613,250.8,1,18
3,8,64,50.8548,263.733,0.98,18
3,8,64,50.8418,250.8,1,18
3,8,64,50.8353,250,1,18
3,8,64,50.8548,250.2,1,18
3,8,71,50.819,260.612,0.98,19
3,8,71,50.8222,260.4,1,19
3,8,71,50.845,274.133,0.98,19
3,8,71,50.832,260.2,1,19
3,8,71,50.858,287.067,0.96,19
3,8,71,50.8548,260.2,1,19
3,8,71,50.8515,261,1,19
3,8,71,50.8483,260.2,1,19
3,8,71,50.858,260.8,1,19
3,8,71,50.8353,260.6,1,19
3,8,71,50.8548,260.2,1,19
3,8,71,50.8613,260.2,1,19
3,8,71,50.8613,260.2,1,19
3,8,71,50.8353,260.4,1,19
3,8,71,50.8613,260.8,1,19
3,8,72,51.0411,270.4,1,20
3,8,72,51.0313,270.6,1,20
3,8,72,50.9988,297.067,0.96,20
3,8,72,51.0183,270.2,1,20
3,8,72,51.0476,270.6,1,20
3,8,72,51.0443,270.2,1,20
3,8,72,50.9988,270.2,1,20
3,8,72,51.0248,270.8,1,20
3,8,72,51.0378,283.533,0.98,20
3,8,72,51.015,270,1,20
3,8,72,51.0313,271.4,1,20
3,8,72,51.0443,283.533,0.98,20
3,8,72,51.0443,270.4,1,20
3,8,72,51.0248,270.2,1,20
3,8,72,51.0313,270.4,1,20
3,8,86,49.1243,291,1,21
3,8,86,49.1015,290.2,1,21
3,8,86,49.108,290.8,1,21
3,8,86,49.095,290.2,1,21
3,8,86,49.1471,290.4,1,21
3,8,86,49.1178,290.2,1,21
3,8,86,49.1048,290.4,1,21
3,8,86,49.1146,290.6,1,21
3,8,86,49.1015,290.2,1,21
3,8,86,49.1048,290.4,1,21
3,8,86,49.0885,304.533,0.98,21
3,8,86,49.082,303.933,0.98,21
3,8,86,49.1146,290.2,1,21
3,8,86,49.1178,304.533,0.98,21
3,8,86,49.1146,291.4,1,21
3,8,88,47.1644,270.2,1,22
3,8,88,47.1774,270.2,1,22
3,8,88,47.1677,270,1,22
3,8,88,47.1709,270.2,1,22
3,8,88,47.1774,270,1,22
3,8,88,47.1579,270.2,1,22
3,8,88,47.1937,270.2,1,22
3,8,88,47.2035,271.2,1,22
3,8,88,47.2002,270.4,1,22
3,8,88,47.1937,270.2,1,22
3,8,88,47.2002,270.8,1,22
3,8,88,47.2002,270.2,1,22
3,8,88,47.21,270.6,1,22
3,8,88,47.1742,270.2,1,22
3,8,88,47.1872,270.2,1,22
3,8,89,49.98,320.4,1,23
3,8,89,49.9833,320.6,1,23
3,8,89,49.967,333.933,0.98,23
3,8,89,49.9735,320.2,1,23
3,8,89,49.9768,320.6,1,23
3,8,89,49.9638,333.533,0.98,23
3,8,89,49.9996,320.6,1,23
3,8,89,49.9833,334.333,0.98,23
3,8,89,49.9768,333.333,0.98,23
3,8,89,49.9931,320.2,1,23
3,8,89,49.98,333.533,0.98,23
3,8,89,49.9703,320.4,1,23
3,8,89,49.9605,334.133,0.98,23
3,8,89,49.993,320.4,1,23
3,8,89,49.9703,334.933,0.98,23
3,8,90,50.8691,364.733,0.98,24
3,8,90,50.8756,351.2,1,24
3,8,90,50.8626,350,1,24
3,8,90,50.8789,350.8,1,24
3,8,90,50.8561,350.2,1,24
3,8,90,50.8822,350.2,1,24
3,8,90,50.8594,365.533,0.98,24
3,8,90,50.8366,350,1,24
3,8,90,50.8659,350.4,1,24
3,8,90,50.8789,350.8,1,24
3,8,90,50.8594,363.933,0.98,24
3,8,90,50.8203,350,1,24
3,8,90,50.8724,364.733,0.98,24
3,8,90,50.8691,350.2,1,24
3,8,90,50.8659,363.333,0.98,24
2,1,60,19.983,166.463,0.9,25
2,1,60,19.9569,190.8,0.88,25
2,1,60,19.9537,164.133,0.92,25
2,1,60,19.9634,123.605,0.96,25
2,1,60,19.9732,216.667,0.86,25
2,1,60,19.9407,190.8,0.92,25
2,1,60,20.0025,216.667,0.86,25
2,1,60,19.983,190.4,0.9,25
2,1,60,19.97,150,0.94,25
2,1,60,19.9927,191.2,0.9,25
2,1,60,19.9797,164.133,0.92,25
2,1,60,19.9374,216.667,0.86,25
2,1,60,19.9927,205.733,0.88,25
2,1,60,19.9537,163.733,0.92,25
2,1,60,19.9732,139.252,0.94,25
2,1,69,18.0077,137.067,0.96,26
2,1,69,18.0012,124.533,0.98,26
2,1,69,17.9914,150,0.94,26
2,1,69,17.9881,123.333,0.98,26
2,1,69,17.9719,150,0.94,26
2,1,69,17.9947,137.067,0.96,26
2,1,69,18.0272,150.8,0.96,26
2,1,69,18.0174,150.4,0.94,26
2,1,69,18.0109,110.4,1,26
2,1,69,17.9719,164.422,0.9,26
2,1,69,17.9849,123.733,0.98,26
2,1,69,17.9947,150,0.94,26
2,1,69,17.9719,150,0.94,26
2,1,69,18.0207,191.2,0.88,26
2,1,69,17.9816,164.533,0.92,26
2,2,60,24.3363,170.867,0.92,27
2,2,60,24.3623,172.109,0.88,27
2,2,60,24.3558,142.6,0.94,27
2,2,60,24.4111,129.667,0.96,27
2,2,60,24.3558,156.933,0.94,27
2,2,60,24.4046,169.267,0.9,27
2,2,60,24.372,143.2,0.94,27
2,2,60,24.3688,142.6,0.94,27
2,2,60,24.3655,129.867,0.96,27
2,2,60,24.346,157.333,0.92,27
2,2,60,24.3981,116.733,0.98,27
2,2,60,24.3493,143.6,0.94,27
2,2,60,24.372,182.8,0.88,27
2,2,60,24.3883,103.2,1,27
2,2,60,24.3395,210.067,0.86,27
2,2,72,28.3495,127.867,0.96,28
2,2,72,28.3072,166.667,0.92,28
2,2,72,28.2812,101.2,1,28
2,2,72,28.3203,114.014,0.96,28
2,2,72,28.3007,127.067,0.96,28
2,2,72,28.3105,167.067,0.92,28
2,2,72,28.343,180,0.88,28
2,2,72,28.3268,181.2,0.9,28
2,2,72,28.3007,167.067,0.92,28
2,2,72,28.3658,182.4,0.88,28
2,2,72,28.3756,113.733,0.98,28
2,2,72,28.3137,114.133,0.98,28
2,2,72,28.317,113.333,0.98,28
2,2,72,28.3495,114.533,0.98,28
2,2,72,28.3365,127.467,0.96,28
2,2,87,24.9797,124.133,0.98,29
2,2,87,24.996,110.8,1,29
2,2,87,24.996,123.733,0.98,29
2,2,87,24.9927,123.733,0.98,29
2,2,87,25.0025,137.067,0.96,29
2,2,87,25.0252,110.8,1,29
2,2,87,24.9927,124.533,0.98,29
2,2,87,24.9927,123.733,0.98,29
2,2,87,24.9862,123.333,0.98,29
2,2,87,24.9992,137.067,0.96,29
2,2,87,24.9764,110,1,29
2,2,87,24.9927,163.733,0.92,29
2,2,87,25.0252,110.8,1,29
2,2,87,24.9602,136.667,0.96,29
2,2,87,24.9732,110,1,29
2,4,60,30.9325,100.8,1,30
2,4,60,30.913,101.2,1,30
2,4,60,30.9195,127.067,0.96,30
2,4,60,30.9357,113.733,0.98,30
2,4,60,30.9032,113.733,0.98,30
2,4,60,30.8934,113.733,0.98,30
2,4,60,30.9227,114.133,0.98,30
2,4,60,30.9195,140.8,0.94,30
2,4,60,30.9032,100.4,1,30
2,4,60,30.9325,100.8,1,30
2,4,60,30.8869,140.4,0.94,30
2,4,60,30.9097,113.333,0.98,30
2,4,60,30.8934,126.667,0.96,30
2,4,60,30.9032,100,1,30
2,4,60,30.8999,100.8,1,30
2,4,79,31.083,137.467,0.96,31
2,4,79,31.1025,110.8,1,31
2,4,79,31.0992,110.4,1,31
2,4,79,31.1122,150.8,0.94,31
2,4,79,31.0862,124.533,0.98,31
2,4,79,31.1057,137.867,0.96,31
2,4,79,31.0862,124.533,0.98,31
2,4,79,31.1057,124.533,0.98,31
2,4,79,31.1057,123.733,0.98,31
2,4,79,31.0732,123.733,0.98,31
2,4,79,31.0765,137.467,0.96,31
2,4,79,31.0895,150.8,0.94,31
2,4,79,31.1025,123.733,0.98,31
2,4,79,31.0927,137.867,0.96,31
2,4,79,31.1122,136.667,0.96,31
2,4,90,27.2365,147.467,0.96,32
2,4,90,27.282,134.533,0.98,32
2,4,90,27.308,136.133,0.98,32
2,4,90,27.256,133.733,0.98,32
2,4,90,27.2657,148.267,0.96,32
2,4,90,27.2592,134.933,0.98,32
2,4,90,27.2397,134.133,0.98,32
2,4,90,27.2755,147.467,0.96,32
2,4,90,27.3015,122.8,1,32
2,4,90,27.2365,120,1,32
2,4,90,27.256,134.133,0.98,32
2,4,90,27.2755,147.867,0.96,32
2,4,90,27.2918,121.2,1,32
2,4,90,27.2885,121.6,1,32
2,4,90,27.243,133.733,0.98,32
2,5,60,35.8145,153.733,0.98,33
2,5,60,35.808,207.067,0.92,33
2,5,60,35.8307,141,1,33
2,5,60,35.8242,154.333,0.98,33
2,5,60,35.8698,180.6,0.94,33
2,5,60,35.8503,195.533,0.94,33
2,5,60,35.8242,141,1,33
2,5,60,35.847,154.733,0.98,33
2,5,60,35.834,141,1,33
2,5,60,35.8275,167.267,0.96,33
2,5,60,35.795,153.333,0.98,33
2,5,60,35.8503,180.2,0.94,33
2,5,60,35.8242,167.067,0.96,33
